"subject","group","task","run","BOLD","param","value","range"
"sub-control047","control","magictrickwatching",2,"magictrickwatching_run-2","SNR_voxel_MEAN",12.3237783380733,NA
"sub-control047","control","magictrickwatching",2,"magictrickwatching_run-2","SNR_voxel_STD",3.25482236544649,NA
"sub-control047","control","magictrickwatching",2,"magictrickwatching_run-2","SNR_voxel_value_range",NA," 0.0 - 14.423592493297587"
"sub-control047","control","magictrickwatching",2,"magictrickwatching_run-2","Mean",119.465273052564,NA
"sub-control047","control","magictrickwatching",2,"magictrickwatching_run-2","Mean_(mask)",504.168668699346,NA
"sub-control047","control","magictrickwatching",2,"magictrickwatching_run-2","SD",238.450692890263,NA
"sub-control047","control","magictrickwatching",2,"magictrickwatching_run-2","SD_(mask)",214.477168415437,NA
"sub-control047","control","magictrickwatching",2,"magictrickwatching_run-2","Min_Slice_SNR",393.16082975525,NA
"sub-control047","control","magictrickwatching",2,"magictrickwatching_run-2","Max_Slice_SNR",967.194695868289,NA
"sub-control047","control","magictrickwatching",2,"magictrickwatching_run-2","Mean_voxel_SNR",668.910115296513,NA
"sub-control047","control","magictrickwatching",2,"magictrickwatching_run-2","Mean_absolute_Movement",0.182696776558673,NA
"sub-control047","control","magictrickwatching",2,"magictrickwatching_run-2","Max_absolute_Movement",0.6259,NA
"sub-control047","control","magictrickwatching",2,"magictrickwatching_run-2","Max_relative_Movement",0.2612,NA
"sub-control047","control","magictrickwatching",2,"magictrickwatching_run-2","Relative_movements_(>0.1mm)",19,NA
"sub-control047","control","magictrickwatching",2,"magictrickwatching_run-2","Relative_movements_(>0.5mm)",0,NA
"sub-control047","control","magictrickwatching",2,"magictrickwatching_run-2","Relative_movements_(>voxelsize)",0,NA
"sub-control047","control","magictrickwatching",3,"magictrickwatching_run-3","SNR_voxel_MEAN",12.3866314048423,NA
"sub-control047","control","magictrickwatching",3,"magictrickwatching_run-3","SNR_voxel_STD",3.27413738445833,NA
"sub-control047","control","magictrickwatching",3,"magictrickwatching_run-3","SNR_voxel_value_range",NA," 0.0 - 14.506666666666666"
"sub-control047","control","magictrickwatching",3,"magictrickwatching_run-3","Mean",120.044232034769,NA
"sub-control047","control","magictrickwatching",3,"magictrickwatching_run-3","Mean_(mask)",502.609151402971,NA
"sub-control047","control","magictrickwatching",3,"magictrickwatching_run-3","SD",238.972456005542,NA
"sub-control047","control","magictrickwatching",3,"magictrickwatching_run-3","SD_(mask)",216.384472789022,NA
"sub-control047","control","magictrickwatching",3,"magictrickwatching_run-3","Min_Slice_SNR",328.612221700393,NA
"sub-control047","control","magictrickwatching",3,"magictrickwatching_run-3","Max_Slice_SNR",948.387929156602,NA
"sub-control047","control","magictrickwatching",3,"magictrickwatching_run-3","Mean_voxel_SNR",643.929105008277,NA
"sub-control047","control","magictrickwatching",3,"magictrickwatching_run-3","Mean_absolute_Movement",0.177184681259652,NA
"sub-control047","control","magictrickwatching",3,"magictrickwatching_run-3","Max_absolute_Movement",0.6651,NA
"sub-control047","control","magictrickwatching",3,"magictrickwatching_run-3","Max_relative_Movement",0.2791,NA
"sub-control047","control","magictrickwatching",3,"magictrickwatching_run-3","Relative_movements_(>0.1mm)",29,NA
"sub-control047","control","magictrickwatching",3,"magictrickwatching_run-3","Relative_movements_(>0.5mm)",0,NA
"sub-control047","control","magictrickwatching",3,"magictrickwatching_run-3","Relative_movements_(>voxelsize)",0,NA
"sub-control047","control","rest",1,"rest_run-1","SNR_voxel_MEAN",12.0386986204955,NA
"sub-control047","control","rest",1,"rest_run-1","SNR_voxel_STD",3.17604232128042,NA
"sub-control047","control","rest",1,"rest_run-1","SNR_voxel_value_range",NA," 0.0 - 14.046666666666667"
"sub-control047","control","rest",1,"rest_run-1","Mean",115.778902950802,NA
"sub-control047","control","rest",1,"rest_run-1","Mean_(mask)",477.937632446272,NA
"sub-control047","control","rest",1,"rest_run-1","SD",228.701509852204,NA
"sub-control047","control","rest",1,"rest_run-1","SD_(mask)",206.9401990295,NA
"sub-control047","control","rest",1,"rest_run-1","Min_Slice_SNR",358.396375576253,NA
"sub-control047","control","rest",1,"rest_run-1","Max_Slice_SNR",938.291535393482,NA
"sub-control047","control","rest",1,"rest_run-1","Mean_voxel_SNR",662.883291945405,NA
"sub-control047","control","rest",1,"rest_run-1","Mean_absolute_Movement",0.252419492471646,NA
"sub-control047","control","rest",1,"rest_run-1","Max_absolute_Movement",0.891863247769103,NA
"sub-control047","control","rest",1,"rest_run-1","Max_relative_Movement",0.131,NA
"sub-control047","control","rest",1,"rest_run-1","Relative_movements_(>0.1mm)",1,NA
"sub-control047","control","rest",1,"rest_run-1","Relative_movements_(>0.5mm)",0,NA
"sub-control047","control","rest",1,"rest_run-1","Relative_movements_(>voxelsize)",0,NA
"sub-control047","control","rest",2,"rest_run-2","SNR_voxel_MEAN",12.3430078125,NA
"sub-control047","control","rest",2,"rest_run-2","SNR_voxel_STD",3.26329819178811,NA
"sub-control047","control","rest",2,"rest_run-2","SNR_voxel_value_range",NA," 0.0 - 14.466666666666667"
"sub-control047","control","rest",2,"rest_run-2","Mean",119.612914401218,NA
"sub-control047","control","rest",2,"rest_run-2","Mean_(mask)",499.203491954213,NA
"sub-control047","control","rest",2,"rest_run-2","SD",237.424066353833,NA
"sub-control047","control","rest",2,"rest_run-2","SD_(mask)",213.933542395633,NA
"sub-control047","control","rest",2,"rest_run-2","Min_Slice_SNR",340.366054878053,NA
"sub-control047","control","rest",2,"rest_run-2","Max_Slice_SNR",941.860041506599,NA
"sub-control047","control","rest",2,"rest_run-2","Mean_voxel_SNR",640.529389846723,NA
"sub-control047","control","rest",2,"rest_run-2","Mean_absolute_Movement",0.179127255667076,NA
"sub-control047","control","rest",2,"rest_run-2","Max_absolute_Movement",0.5613,NA
"sub-control047","control","rest",2,"rest_run-2","Max_relative_Movement",0.249,NA
"sub-control047","control","rest",2,"rest_run-2","Relative_movements_(>0.1mm)",10,NA
"sub-control047","control","rest",2,"rest_run-2","Relative_movements_(>0.5mm)",0,NA
"sub-control047","control","rest",2,"rest_run-2","Relative_movements_(>voxelsize)",0,NA
"sub-control049","control","magictrickwatching",1,"magictrickwatching_run-1","SNR_voxel_MEAN",12.5502050139244,NA
"sub-control049","control","magictrickwatching",1,"magictrickwatching_run-1","SNR_voxel_STD",3.33681509839882,NA
"sub-control049","control","magictrickwatching",1,"magictrickwatching_run-1","SNR_voxel_value_range",NA," 0.0 - 14.767567567567568"
"sub-control049","control","magictrickwatching",1,"magictrickwatching_run-1","Mean",112.416778987999,NA
"sub-control049","control","magictrickwatching",1,"magictrickwatching_run-1","Mean_(mask)",502.417802689153,NA
"sub-control049","control","magictrickwatching",1,"magictrickwatching_run-1","SD",234.864425927833,NA
"sub-control049","control","magictrickwatching",1,"magictrickwatching_run-1","SD_(mask)",224.912741084188,NA
"sub-control049","control","magictrickwatching",1,"magictrickwatching_run-1","Min_Slice_SNR",377.406710953595,NA
"sub-control049","control","magictrickwatching",1,"magictrickwatching_run-1","Max_Slice_SNR",966.99074463107,NA
"sub-control049","control","magictrickwatching",1,"magictrickwatching_run-1","Mean_voxel_SNR",598.077319520621,NA
"sub-control049","control","magictrickwatching",1,"magictrickwatching_run-1","Mean_absolute_Movement",0.17915185203367,NA
"sub-control049","control","magictrickwatching",1,"magictrickwatching_run-1","Max_absolute_Movement",0.591928415813877,NA
"sub-control049","control","magictrickwatching",1,"magictrickwatching_run-1","Max_relative_Movement",0.322,NA
"sub-control049","control","magictrickwatching",1,"magictrickwatching_run-1","Relative_movements_(>0.1mm)",23,NA
"sub-control049","control","magictrickwatching",1,"magictrickwatching_run-1","Relative_movements_(>0.5mm)",0,NA
"sub-control049","control","magictrickwatching",1,"magictrickwatching_run-1","Relative_movements_(>voxelsize)",0,NA
"sub-control049","control","magictrickwatching",2,"magictrickwatching_run-2","SNR_voxel_MEAN",12.7126825006159,NA
"sub-control049","control","magictrickwatching",2,"magictrickwatching_run-2","SNR_voxel_STD",3.36844197136869,NA
"sub-control049","control","magictrickwatching",2,"magictrickwatching_run-2","SNR_voxel_value_range",NA," 0.0 - 14.934895833333334"
"sub-control049","control","magictrickwatching",2,"magictrickwatching_run-2","Mean",112.94879054164,NA
"sub-control049","control","magictrickwatching",2,"magictrickwatching_run-2","Mean_(mask)",502.513360267927,NA
"sub-control049","control","magictrickwatching",2,"magictrickwatching_run-2","SD",235.242105876478,NA
"sub-control049","control","magictrickwatching",2,"magictrickwatching_run-2","SD_(mask)",224.595611919406,NA
"sub-control049","control","magictrickwatching",2,"magictrickwatching_run-2","Min_Slice_SNR",385.939715437895,NA
"sub-control049","control","magictrickwatching",2,"magictrickwatching_run-2","Max_Slice_SNR",1016.83838917456,NA
"sub-control049","control","magictrickwatching",2,"magictrickwatching_run-2","Mean_voxel_SNR",626.261456150387,NA
"sub-control049","control","magictrickwatching",2,"magictrickwatching_run-2","Mean_absolute_Movement",0.380342208520539,NA
"sub-control049","control","magictrickwatching",2,"magictrickwatching_run-2","Max_absolute_Movement",1.436,NA
"sub-control049","control","magictrickwatching",2,"magictrickwatching_run-2","Max_relative_Movement",0.2709,NA
"sub-control049","control","magictrickwatching",2,"magictrickwatching_run-2","Relative_movements_(>0.1mm)",41,NA
"sub-control049","control","magictrickwatching",2,"magictrickwatching_run-2","Relative_movements_(>0.5mm)",0,NA
"sub-control049","control","magictrickwatching",2,"magictrickwatching_run-2","Relative_movements_(>voxelsize)",0,NA
"sub-control049","control","magictrickwatching",3,"magictrickwatching_run-3","SNR_voxel_MEAN",12.6536449672227,NA
"sub-control049","control","magictrickwatching",3,"magictrickwatching_run-3","SNR_voxel_STD",3.35995121292314,NA
"sub-control049","control","magictrickwatching",3,"magictrickwatching_run-3","SNR_voxel_value_range",NA," 0.0 - 14.878238341968911"
"sub-control049","control","magictrickwatching",3,"magictrickwatching_run-3","Mean",113.109023216642,NA
"sub-control049","control","magictrickwatching",3,"magictrickwatching_run-3","Mean_(mask)",504.129008808884,NA
"sub-control049","control","magictrickwatching",3,"magictrickwatching_run-3","SD",235.484631908468,NA
"sub-control049","control","magictrickwatching",3,"magictrickwatching_run-3","SD_(mask)",223.675170530239,NA
"sub-control049","control","magictrickwatching",3,"magictrickwatching_run-3","Min_Slice_SNR",384.894471847389,NA
"sub-control049","control","magictrickwatching",3,"magictrickwatching_run-3","Max_Slice_SNR",975.824469895535,NA
"sub-control049","control","magictrickwatching",3,"magictrickwatching_run-3","Mean_voxel_SNR",606.831863738298,NA
"sub-control049","control","magictrickwatching",3,"magictrickwatching_run-3","Mean_absolute_Movement",0.292364482041804,NA
"sub-control049","control","magictrickwatching",3,"magictrickwatching_run-3","Max_absolute_Movement",1.37174152560494,NA
"sub-control049","control","magictrickwatching",3,"magictrickwatching_run-3","Max_relative_Movement",0.2297,NA
"sub-control049","control","magictrickwatching",3,"magictrickwatching_run-3","Relative_movements_(>0.1mm)",14,NA
"sub-control049","control","magictrickwatching",3,"magictrickwatching_run-3","Relative_movements_(>0.5mm)",0,NA
"sub-control049","control","magictrickwatching",3,"magictrickwatching_run-3","Relative_movements_(>voxelsize)",0,NA
"sub-control049","control","rest",1,"rest_run-1","SNR_voxel_MEAN",12.6431659980293,NA
"sub-control049","control","rest",1,"rest_run-1","SNR_voxel_STD",3.35266526792197,NA
"sub-control049","control","rest",1,"rest_run-1","SNR_voxel_value_range",NA," 0.0 - 14.893333333333333"
"sub-control049","control","rest",1,"rest_run-1","Mean",112.975383564717,NA
"sub-control049","control","rest",1,"rest_run-1","Mean_(mask)",508.679560593006,NA
"sub-control049","control","rest",1,"rest_run-1","SD",238.040317626575,NA
"sub-control049","control","rest",1,"rest_run-1","SD_(mask)",232.041718382655,NA
"sub-control049","control","rest",1,"rest_run-1","Min_Slice_SNR",366.972443063117,NA
"sub-control049","control","rest",1,"rest_run-1","Max_Slice_SNR",1047.92640665469,NA
"sub-control049","control","rest",1,"rest_run-1","Mean_voxel_SNR",618.909386744524,NA
"sub-control049","control","rest",1,"rest_run-1","Mean_absolute_Movement",0.564549568655642,NA
"sub-control049","control","rest",1,"rest_run-1","Max_absolute_Movement",2.36413573828892,NA
"sub-control049","control","rest",1,"rest_run-1","Max_relative_Movement",0.9088,NA
"sub-control049","control","rest",1,"rest_run-1","Relative_movements_(>0.1mm)",20,NA
"sub-control049","control","rest",1,"rest_run-1","Relative_movements_(>0.5mm)",2,NA
"sub-control049","control","rest",1,"rest_run-1","Relative_movements_(>voxelsize)",0,NA
"sub-control049","control","rest",2,"rest_run-2","SNR_voxel_MEAN",12.7344483741554,NA
"sub-control049","control","rest",2,"rest_run-2","SNR_voxel_STD",3.38432796165482,NA
"sub-control049","control","rest",2,"rest_run-2","SNR_voxel_value_range",NA," 0.0 - 15.036666666666667"
"sub-control049","control","rest",2,"rest_run-2","Mean",113.762982650619,NA
"sub-control049","control","rest",2,"rest_run-2","Mean_(mask)",507.820315945529,NA
"sub-control049","control","rest",2,"rest_run-2","SD",237.653200349664,NA
"sub-control049","control","rest",2,"rest_run-2","SD_(mask)",228.042483746918,NA
"sub-control049","control","rest",2,"rest_run-2","Min_Slice_SNR",369.560842666391,NA
"sub-control049","control","rest",2,"rest_run-2","Max_Slice_SNR",965.672838179714,NA
"sub-control049","control","rest",2,"rest_run-2","Mean_voxel_SNR",595.367107355432,NA
"sub-control049","control","rest",2,"rest_run-2","Mean_absolute_Movement",0.492808735501433,NA
"sub-control049","control","rest",2,"rest_run-2","Max_absolute_Movement",2.10434347912956,NA
"sub-control049","control","rest",2,"rest_run-2","Max_relative_Movement",0.1811,NA
"sub-control049","control","rest",2,"rest_run-2","Relative_movements_(>0.1mm)",1,NA
"sub-control049","control","rest",2,"rest_run-2","Relative_movements_(>0.5mm)",0,NA
"sub-control049","control","rest",2,"rest_run-2","Relative_movements_(>voxelsize)",0,NA
"sub-experimental004","experimental","magictrickwatching",1,"magictrickwatching_run-1","SNR_voxel_MEAN",12.1648119705206,NA
"sub-experimental004","experimental","magictrickwatching",1,"magictrickwatching_run-1","SNR_voxel_STD",3.22725290276391,NA
"sub-experimental004","experimental","magictrickwatching",1,"magictrickwatching_run-1","SNR_voxel_value_range",NA," 0.0 - 14.370558375634518"
"sub-experimental004","experimental","magictrickwatching",1,"magictrickwatching_run-1","Mean",100.847962723689,NA
"sub-experimental004","experimental","magictrickwatching",1,"magictrickwatching_run-1","Mean_(mask)",388.39446130214,NA
"sub-experimental004","experimental","magictrickwatching",1,"magictrickwatching_run-1","SD",190.106483984336,NA
