"subject","group","task","run","BOLD","param","value","range"
"sub-control023","control","rest",1,"rest_run-1","SD",164.814968066447,NA
"sub-control023","control","rest",1,"rest_run-1","SD_(mask)",148.380394932191,NA
"sub-control023","control","rest",1,"rest_run-1","Min_Slice_SNR",372.449660581268,NA
"sub-control023","control","rest",1,"rest_run-1","Max_Slice_SNR",946.521870131406,NA
"sub-control023","control","rest",1,"rest_run-1","Mean_voxel_SNR",664.4214238267,NA
"sub-control023","control","rest",1,"rest_run-1","Mean_absolute_Movement",0.234711974184403,NA
"sub-control023","control","rest",1,"rest_run-1","Max_absolute_Movement",0.969966731795849,NA
"sub-control023","control","rest",1,"rest_run-1","Max_relative_Movement",0.0779,NA
"sub-control023","control","rest",1,"rest_run-1","Relative_movements_(>0.1mm)",0,NA
"sub-control023","control","rest",1,"rest_run-1","Relative_movements_(>0.5mm)",0,NA
"sub-control023","control","rest",1,"rest_run-1","Relative_movements_(>voxelsize)",0,NA
"sub-control023","control","rest",2,"rest_run-2","SNR_voxel_MEAN",11.7723328406532,NA
"sub-control023","control","rest",2,"rest_run-2","SNR_voxel_STD",3.08363356195208,NA
"sub-control023","control","rest",2,"rest_run-2","SNR_voxel_value_range",NA," 0.0 - 13.486666666666666"
"sub-control023","control","rest",2,"rest_run-2","Mean",78.0593490683066,NA
"sub-control023","control","rest",2,"rest_run-2","Mean_(mask)",385.48178402685,NA
"sub-control023","control","rest",2,"rest_run-2","SD",169.392410181293,NA
"sub-control023","control","rest",2,"rest_run-2","SD_(mask)",152.293354278997,NA
"sub-control023","control","rest",2,"rest_run-2","Min_Slice_SNR",360.079554562922,NA
"sub-control023","control","rest",2,"rest_run-2","Max_Slice_SNR",970.779548481431,NA
"sub-control023","control","rest",2,"rest_run-2","Mean_voxel_SNR",682.042329495492,NA
"sub-control023","control","rest",2,"rest_run-2","Mean_absolute_Movement",0.184582881819655,NA
"sub-control023","control","rest",2,"rest_run-2","Max_absolute_Movement",0.903295154369665,NA
"sub-control023","control","rest",2,"rest_run-2","Max_relative_Movement",0.3173,NA
"sub-control023","control","rest",2,"rest_run-2","Relative_movements_(>0.1mm)",36,NA
"sub-control023","control","rest",2,"rest_run-2","Relative_movements_(>0.5mm)",0,NA
"sub-control023","control","rest",2,"rest_run-2","Relative_movements_(>voxelsize)",0,NA
"sub-control025","control","magictrickwatching",1,"magictrickwatching_run-1","SNR_voxel_MEAN",13.6042727992309,NA
"sub-control025","control","magictrickwatching",1,"magictrickwatching_run-1","SNR_voxel_STD",3.6985725871284,NA
"sub-control025","control","magictrickwatching",1,"magictrickwatching_run-1","SNR_voxel_value_range",NA," 0.0 - 16.65736040609137"
"sub-control025","control","magictrickwatching",1,"magictrickwatching_run-1","Mean",136.990141160106,NA
"sub-control025","control","magictrickwatching",1,"magictrickwatching_run-1","Mean_(mask)",499.233633268322,NA
"sub-control025","control","magictrickwatching",1,"magictrickwatching_run-1","SD",251.022582335778,NA
"sub-control025","control","magictrickwatching",1,"magictrickwatching_run-1","SD_(mask)",220.888969614602,NA
"sub-control025","control","magictrickwatching",1,"magictrickwatching_run-1","Min_Slice_SNR",217.377872608656,NA
"sub-control025","control","magictrickwatching",1,"magictrickwatching_run-1","Max_Slice_SNR",558.152789652245,NA
"sub-control025","control","magictrickwatching",1,"magictrickwatching_run-1","Mean_voxel_SNR",394.30939268712,NA
"sub-control025","control","magictrickwatching",1,"magictrickwatching_run-1","Mean_absolute_Movement",0.143723694283736,NA
"sub-control025","control","magictrickwatching",1,"magictrickwatching_run-1","Max_absolute_Movement",0.7384,NA
"sub-control025","control","magictrickwatching",1,"magictrickwatching_run-1","Max_relative_Movement",0.2637,NA
"sub-control025","control","magictrickwatching",1,"magictrickwatching_run-1","Relative_movements_(>0.1mm)",28,NA
"sub-control025","control","magictrickwatching",1,"magictrickwatching_run-1","Relative_movements_(>0.5mm)",0,NA
"sub-control025","control","magictrickwatching",1,"magictrickwatching_run-1","Relative_movements_(>voxelsize)",0,NA
"sub-control025","control","magictrickwatching",2,"magictrickwatching_run-2","SNR_voxel_MEAN",13.7895290047279,NA
"sub-control025","control","magictrickwatching",2,"magictrickwatching_run-2","SNR_voxel_STD",3.74012520599155,NA
"sub-control025","control","magictrickwatching",2,"magictrickwatching_run-2","SNR_voxel_value_range",NA," 0.0 - 16.889807162534435"
"sub-control025","control","magictrickwatching",2,"magictrickwatching_run-2","Mean",138.518736261523,NA
"sub-control025","control","magictrickwatching",2,"magictrickwatching_run-2","Mean_(mask)",503.70207831433,NA
"sub-control025","control","magictrickwatching",2,"magictrickwatching_run-2","SD",253.710676333805,NA
"sub-control025","control","magictrickwatching",2,"magictrickwatching_run-2","SD_(mask)",223.885572171149,NA
"sub-control025","control","magictrickwatching",2,"magictrickwatching_run-2","Min_Slice_SNR",206.163173455076,NA
"sub-control025","control","magictrickwatching",2,"magictrickwatching_run-2","Max_Slice_SNR",587.014875881998,NA
"sub-control025","control","magictrickwatching",2,"magictrickwatching_run-2","Mean_voxel_SNR",400.258009564257,NA
"sub-control025","control","magictrickwatching",2,"magictrickwatching_run-2","Mean_absolute_Movement",0.250067928500339,NA
"sub-control025","control","magictrickwatching",2,"magictrickwatching_run-2","Max_absolute_Movement",0.6514,NA
"sub-control025","control","magictrickwatching",2,"magictrickwatching_run-2","Max_relative_Movement",0.1744,NA
"sub-control025","control","magictrickwatching",2,"magictrickwatching_run-2","Relative_movements_(>0.1mm)",21,NA
"sub-control025","control","magictrickwatching",2,"magictrickwatching_run-2","Relative_movements_(>0.5mm)",0,NA
"sub-control025","control","magictrickwatching",2,"magictrickwatching_run-2","Relative_movements_(>voxelsize)",0,NA
"sub-control025","control","magictrickwatching",3,"magictrickwatching_run-3","SNR_voxel_MEAN",13.9390329695902,NA
"sub-control025","control","magictrickwatching",3,"magictrickwatching_run-3","SNR_voxel_STD",3.78030961444881,NA
"sub-control025","control","magictrickwatching",3,"magictrickwatching_run-3","SNR_voxel_value_range",NA," 0.0 - 17.1282722513089"
"sub-control025","control","magictrickwatching",3,"magictrickwatching_run-3","Mean",140.438757927056,NA
"sub-control025","control","magictrickwatching",3,"magictrickwatching_run-3","Mean_(mask)",509.266495378682,NA
"sub-control025","control","magictrickwatching",3,"magictrickwatching_run-3","SD",257.138580997985,NA
"sub-control025","control","magictrickwatching",3,"magictrickwatching_run-3","SD_(mask)",227.897253883815,NA
"sub-control025","control","magictrickwatching",3,"magictrickwatching_run-3","Min_Slice_SNR",205.063245297834,NA
"sub-control025","control","magictrickwatching",3,"magictrickwatching_run-3","Max_Slice_SNR",594.263546930414,NA
"sub-control025","control","magictrickwatching",3,"magictrickwatching_run-3","Mean_voxel_SNR",399.10877963775,NA
"sub-control025","control","magictrickwatching",3,"magictrickwatching_run-3","Mean_absolute_Movement",0.250646793874291,NA
"sub-control025","control","magictrickwatching",3,"magictrickwatching_run-3","Max_absolute_Movement",0.8053,NA
"sub-control025","control","magictrickwatching",3,"magictrickwatching_run-3","Max_relative_Movement",0.5105,NA
"sub-control025","control","magictrickwatching",3,"magictrickwatching_run-3","Relative_movements_(>0.1mm)",35,NA
"sub-control025","control","magictrickwatching",3,"magictrickwatching_run-3","Relative_movements_(>0.5mm)",1,NA
"sub-control025","control","magictrickwatching",3,"magictrickwatching_run-3","Relative_movements_(>voxelsize)",0,NA
"sub-control025","control","rest",1,"rest_run-1","SNR_voxel_MEAN",13.5575753096847,NA
"sub-control025","control","rest",1,"rest_run-1","SNR_voxel_STD",3.67288474218807,NA
"sub-control025","control","rest",1,"rest_run-1","SNR_voxel_value_range",NA," 0.0 - 16.596666666666668"
"sub-control025","control","rest",1,"rest_run-1","Mean",136.810460260065,NA
"sub-control025","control","rest",1,"rest_run-1","Mean_(mask)",499.034824139148,NA
"sub-control025","control","rest",1,"rest_run-1","SD",251.132368090593,NA
"sub-control025","control","rest",1,"rest_run-1","SD_(mask)",222.001392664324,NA
"sub-control025","control","rest",1,"rest_run-1","Min_Slice_SNR",219.139212645996,NA
"sub-control025","control","rest",1,"rest_run-1","Max_Slice_SNR",594.313401182444,NA
"sub-control025","control","rest",1,"rest_run-1","Mean_voxel_SNR",408.39263389122,NA
"sub-control025","control","rest",1,"rest_run-1","Mean_absolute_Movement",0.322093914861832,NA
"sub-control025","control","rest",1,"rest_run-1","Max_absolute_Movement",1.357,NA
"sub-control025","control","rest",1,"rest_run-1","Max_relative_Movement",0.6861,NA
"sub-control025","control","rest",1,"rest_run-1","Relative_movements_(>0.1mm)",51,NA
"sub-control025","control","rest",1,"rest_run-1","Relative_movements_(>0.5mm)",4,NA
"sub-control025","control","rest",1,"rest_run-1","Relative_movements_(>voxelsize)",0,NA
"sub-control025","control","rest",2,"rest_run-2","SNR_voxel_MEAN",13.9662468327703,NA
"sub-control025","control","rest",2,"rest_run-2","SNR_voxel_STD",3.7921570613725,NA
"sub-control025","control","rest",2,"rest_run-2","SNR_voxel_value_range",NA," 0.0 - 17.2"
"sub-control025","control","rest",2,"rest_run-2","Mean",140.516908497853,NA
"sub-control025","control","rest",2,"rest_run-2","Mean_(mask)",509.233088229433,NA
"sub-control025","control","rest",2,"rest_run-2","SD",257.279971766796,NA
"sub-control025","control","rest",2,"rest_run-2","SD_(mask)",228.299816095248,NA
"sub-control025","control","rest",2,"rest_run-2","Min_Slice_SNR",199.316128713341,NA
"sub-control025","control","rest",2,"rest_run-2","Max_Slice_SNR",586.057802152874,NA
"sub-control025","control","rest",2,"rest_run-2","Mean_voxel_SNR",393.535433206548,NA
"sub-control025","control","rest",2,"rest_run-2","Mean_absolute_Movement",0.273387978617259,NA
"sub-control025","control","rest",2,"rest_run-2","Max_absolute_Movement",1.909,NA
"sub-control025","control","rest",2,"rest_run-2","Max_relative_Movement",0.734,NA
"sub-control025","control","rest",2,"rest_run-2","Relative_movements_(>0.1mm)",52,NA
"sub-control025","control","rest",2,"rest_run-2","Relative_movements_(>0.5mm)",4,NA
"sub-control025","control","rest",2,"rest_run-2","Relative_movements_(>voxelsize)",0,NA
"sub-control027","control","magictrickwatching",1,"magictrickwatching_run-1","SNR_voxel_MEAN",13.2033351362921,NA
"sub-control027","control","magictrickwatching",1,"magictrickwatching_run-1","SNR_voxel_STD",3.5605617759013,NA
"sub-control027","control","magictrickwatching",1,"magictrickwatching_run-1","SNR_voxel_value_range",NA," 0.0 - 16.186301369863013"
"sub-control027","control","magictrickwatching",1,"magictrickwatching_run-1","Mean",127.643512493926,NA
"sub-control027","control","magictrickwatching",1,"magictrickwatching_run-1","Mean_(mask)",434.691240966236,NA
"sub-control027","control","magictrickwatching",1,"magictrickwatching_run-1","SD",227.431473372587,NA
"sub-control027","control","magictrickwatching",1,"magictrickwatching_run-1","SD_(mask)",206.589678625402,NA
"sub-control027","control","magictrickwatching",1,"magictrickwatching_run-1","Min_Slice_SNR",238.384868810272,NA
"sub-control027","control","magictrickwatching",1,"magictrickwatching_run-1","Max_Slice_SNR",522.229771104664,NA
"sub-control027","control","magictrickwatching",1,"magictrickwatching_run-1","Mean_voxel_SNR",382.887604374112,NA
"sub-control027","control","magictrickwatching",1,"magictrickwatching_run-1","Mean_absolute_Movement",0.448342005822187,NA
"sub-control027","control","magictrickwatching",1,"magictrickwatching_run-1","Max_absolute_Movement",1.2986,NA
"sub-control027","control","magictrickwatching",1,"magictrickwatching_run-1","Max_relative_Movement",1.0191,NA
"sub-control027","control","magictrickwatching",1,"magictrickwatching_run-1","Relative_movements_(>0.1mm)",54,NA
"sub-control027","control","magictrickwatching",1,"magictrickwatching_run-1","Relative_movements_(>0.5mm)",2,NA
"sub-control027","control","magictrickwatching",1,"magictrickwatching_run-1","Relative_movements_(>voxelsize)",0,NA
"sub-control027","control","magictrickwatching",2,"magictrickwatching_run-2","SNR_voxel_MEAN",13.1279579224937,NA
"sub-control027","control","magictrickwatching",2,"magictrickwatching_run-2","SNR_voxel_STD",3.53162546097169,NA
"sub-control027","control","magictrickwatching",2,"magictrickwatching_run-2","SNR_voxel_value_range",NA," 0.0 - 16.05426356589147"
"sub-control027","control","magictrickwatching",2,"magictrickwatching_run-2","Mean",127.025939536466,NA
"sub-control027","control","magictrickwatching",2,"magictrickwatching_run-2","Mean_(mask)",426.473974050299,NA
"sub-control027","control","magictrickwatching",2,"magictrickwatching_run-2","SD",224.344594620378,NA
"sub-control027","control","magictrickwatching",2,"magictrickwatching_run-2","SD_(mask)",203.154282887421,NA
"sub-control027","control","magictrickwatching",2,"magictrickwatching_run-2","Min_Slice_SNR",246.305695929257,NA
"sub-control027","control","magictrickwatching",2,"magictrickwatching_run-2","Max_Slice_SNR",526.532966565674,NA
"sub-control027","control","magictrickwatching",2,"magictrickwatching_run-2","Mean_voxel_SNR",391.864134949252,NA
"sub-control027","control","magictrickwatching",2,"magictrickwatching_run-2","Mean_absolute_Movement",0.497028431283794,NA
"sub-control027","control","magictrickwatching",2,"magictrickwatching_run-2","Max_absolute_Movement",1.569,NA
"sub-control027","control","magictrickwatching",2,"magictrickwatching_run-2","Max_relative_Movement",1.21038583625807,NA
"sub-control027","control","magictrickwatching",2,"magictrickwatching_run-2","Relative_movements_(>0.1mm)",82,NA
"sub-control027","control","magictrickwatching",2,"magictrickwatching_run-2","Relative_movements_(>0.5mm)",2,NA
"sub-control027","control","magictrickwatching",2,"magictrickwatching_run-2","Relative_movements_(>voxelsize)",0,NA
"sub-control027","control","magictrickwatching",3,"magictrickwatching_run-3","SNR_voxel_MEAN",12.9434187776075,NA
"sub-control027","control","magictrickwatching",3,"magictrickwatching_run-3","SNR_voxel_STD",3.47759798306697,NA
"sub-control027","control","magictrickwatching",3,"magictrickwatching_run-3","SNR_voxel_value_range",NA," 0.0 - 15.803617571059432"
"sub-control027","control","magictrickwatching",3,"magictrickwatching_run-3","Mean",123.998319131268,NA
"sub-control027","control","magictrickwatching",3,"magictrickwatching_run-3","Mean_(mask)",423.085603732398,NA
"sub-control027","control","magictrickwatching",3,"magictrickwatching_run-3","SD",220.273905096195,NA
"sub-control027","control","magictrickwatching",3,"magictrickwatching_run-3","SD_(mask)",197.519736599871,NA
"sub-control027","control","magictrickwatching",3,"magictrickwatching_run-3","Min_Slice_SNR",279.272660542755,NA
"sub-control027","control","magictrickwatching",3,"magictrickwatching_run-3","Max_Slice_SNR",524.510819784508,NA
"sub-control027","control","magictrickwatching",3,"magictrickwatching_run-3","Mean_voxel_SNR",403.480385511054,NA
"sub-control027","control","magictrickwatching",3,"magictrickwatching_run-3","Mean_absolute_Movement",0.462817785378811,NA
"sub-control027","control","magictrickwatching",3,"magictrickwatching_run-3","Max_absolute_Movement",2.03444304258719,NA
"sub-control027","control","magictrickwatching",3,"magictrickwatching_run-3","Max_relative_Movement",1.0222,NA
"sub-control027","control","magictrickwatching",3,"magictrickwatching_run-3","Relative_movements_(>0.1mm)",110,NA
